2010-01-04,3243.76,3243.76,3243.76,3243.76,0,3243.76
2010-01-05,3282.18,3282.18,3282.18,3282.18,0,3282.18
2010-01-06,3254.22,3254.22,3254.22,3254.22,0,3254.22
2010-01-07,3192.78,3192.78,3192.78,3192.78,0,3192.78
2010-01-08,3196.0,3196.0,3196.0,3196.0,0,3196.0
2010-01-11,3212.75,3212.75,3212.75,3212.75,0,3212.75
2010-01-12,3273.97,3273.97,3273.97,3273.97,0,3273.97
2010-01-13,3172.66,3172.66,3172.66,3172.66,0,3172.66
2010-01-14,3215.55,3215.55,3215.55,3215.55,0,3215.55
2010-01-15,3224.15,3224.15,3224.15,3224.15,0,3224.15
2010-01-18,3237.1,3237.1,3237.1,3237.1,0,3237.1
2010-01-19,3246.87,3246.87,3246.87,3246.87,0,3246.87
2010-01-20,3151.85,3151.85,3151.85,3151.85,0,3151.85
2010-01-21,3158.86,3158.86,3158.86,3158.86,0,3158.86
2010-01-22,3128.59,3128.59,3128.59,3128.59,0,3128.59
2010-01-25,3094.41,3094.41,3094.41,3094.41,0,3094.41
2010-01-26,3019.39,3019.39,3019.39,3019.39,0,3019.39
2010-01-27,2986.61,2986.61,2986.61,2986.61,0,2986.61
2010-01-28,2994.14,2994.14,2994.14,2994.14,0,2994.14
2010-01-29,2989.29,2989.29,2989.29,2989.29,0,2989.29
2010-02-01,2941.36,2941.36,2941.36,2941.36,0,2941.36
2010-02-02,2934.71,2934.71,2934.71,2934.71,0,2934.71
2010-02-03,3003.83,3003.83,3003.83,3003.83,0,3003.83
2010-02-04,2995.31,2995.31,2995.31,2995.31,0,2995.31
2010-02-05,2939.4,2939.4,2939.4,2939.4,0,2939.4
2010-02-08,2935.17,2935.17,2935.17,2935.17,0,2935.17
2010-02-09,2948.84,2948.84,2948.84,2948.84,0,2948.84
2010-02-10,2982.5,2982.5,2982.5,2982.5,0,2982.5
2010-02-11,2985.5,2985.5,2985.5,2985.5,0,2985.5
2010-02-12,3018.13,3018.13,3018.13,3018.13,0,3018.13
2010-02-15,3018.13,3018.13,3018.13,3018.13,0,3018.13
2010-02-16,3018.13,3018.13,3018.13,3018.13,0,3018.13
2010-02-17,3018.13,3018.13,3018.13,3018.13,0,3018.13
2010-02-18,3018.13,3018.13,3018.13,3018.13,0,3018.13
2010-02-19,3018.13,3018.13,3018.13,3018.13,0,3018.13
2010-02-22,3003.4,3003.4,3003.4,3003.4,0,3003.4
2010-02-23,2982.57,2982.57,2982.57,2982.57,0,2982.57
2010-02-24,3022.18,3022.18,3022.18,3022.18,0,3022.18
2010-02-25,3060.62,3060.62,3060.62,3060.62,0,3060.62
2010-02-26,3051.94,3051.94,3051.94,3051.94,0,3051.94
2010-03-01,3087.84,3087.84,3087.84,3087.84,0,3087.84
2010-03-02,3073.11,3073.11,3073.11,3073.11,0,3073.11
2010-03-03,3097.0,3097.0,3097.0,3097.0,0,3097.0
2010-03-04,3023.37,3023.37,3023.37,3023.37,0,3023.37
2010-03-05,3031.06,3031.06,3031.06,3031.06,0,3031.06
2010-03-08,3053.23,3053.23,3053.23,3053.23,0,3053.23
2010-03-09,3069.14,3069.14,3069.14,3069.14,0,3069.14
2010-03-10,3048.93,3048.93,3048.93,3048.93,0,3048.93
2010-03-11,3051.28,3051.28,3051.28,3051.28,0,3051.28
2010-03-12,3013.41,3013.41,3013.41,3013.41,0,3013.41
2010-03-15,2976.94,2976.94,2976.94,2976.94,0,2976.94
2010-03-16,2992.84,2992.84,2992.84,2992.84,0,2992.84
2010-03-17,3050.48,3050.48,3050.48,3050.48,0,3050.48
2010-03-18,3046.09,3046.09,3046.09,3046.09,0,3046.09
2010-03-19,3067.75,3067.75,3067.75,3067.75,0,3067.75
2010-03-22,3074.58,3074.58,3074.58,3074.58,0,3074.58
2010-03-23,3053.12,3053.12,3053.12,3053.12,0,3053.12
2010-03-24,3056.81,3056.81,3056.81,3056.81,0,3056.81
2010-03-25,3019.18,3019.18,3019.18,3019.18,0,3019.18
2010-03-26,3059.72,3059.72,3059.72,3059.72,0,3059.72
2010-03-29,3123.8,3123.8,3123.8,3123.8,0,3123.8
2010-03-30,3128.47,3128.47,3128.47,3128.47,0,3128.47
2010-03-31,3109.1,3109.1,3109.1,3109.1,0,3109.1
2010-04-01,3147.42,3147.42,3147.42,3147.42,0,3147.42
2010-04-02,3157.96,3157.96,3157.96,3157.96,0,3157.96
2010-04-05,3157.96,3157.96,3157.96,3157.96,0,3157.96
2010-04-06,3158.68,3158.68,3158.68,3158.68,0,3158.68
2010-04-07,3148.22,3148.22,3148.22,3148.22,0,3148.22
2010-04-08,3118.71,3118.71,3118.71,3118.71,0,3118.71
2010-04-09,3145.35,3145.35,3145.35,3145.35,0,3145.35
2010-04-12,3129.26,3129.26,3129.26,3129.26,0,3129.26
2010-04-13,3161.25,3161.25,3161.25,3161.25,0,3161.25
2010-04-14,3166.18,3166.18,3166.18,3166.18,0,3166.18
2010-04-15,3164.97,3164.97,3164.97,3164.97,0,3164.97
2010-04-16,3130.3,3130.3,3130.3,3130.3,0,3130.3
2010-04-19,2980.3,2980.3,2980.3,2980.3,0,2980.3
2010-04-20,2979.53,2979.53,2979.53,2979.53,0,2979.53
2010-04-21,3033.28,3033.28,3033.28,3033.28,0,3033.28
2010-04-22,2999.48,2999.48,2999.48,2999.48,0,2999.48
2010-04-23,2983.54,2983.54,2983.54,2983.54,0,2983.54
2010-04-26,2969.5,2969.5,2969.5,2969.5,0,2969.5
2010-04-27,2907.93,2907.93,2907.93,2907.93,0,2907.93
2010-04-28,2900.33,2900.33,2900.33,2900.33,0,2900.33
2010-04-29,2868.43,2868.43,2868.43,2868.43,0,2868.43
2010-04-30,2870.61,2870.61,2870.61,2870.61,0,2870.61
2010-05-03,2870.61,2870.61,2870.61,2870.61,0,2870.61
2010-05-04,2835.28,2835.28,2835.28,2835.28,0,2835.28
2010-05-05,2857.15,2857.15,2857.15,2857.15,0,2857.15
2010-05-06,2739.7,2739.7,2739.7,2739.7,0,2739.7
2010-05-07,2688.38,2688.38,2688.38,2688.38,0,2688.38
2010-05-10,2698.76,2698.76,2698.76,2698.76,0,2698.76
2010-05-11,2647.57,2647.57,2647.57,2647.57,0,2647.57
2010-05-12,2655.71,2655.71,2655.71,2655.71,0,2655.71
2010-05-13,2710.51,2710.51,2710.51,2710.51,0,2710.51
2010-05-14,2696.63,2696.63,2696.63,2696.63,0,2696.63
2010-05-17,2559.93,2559.93,2559.93,2559.93,0,2559.93
2010-05-18,2594.78,2594.78,2594.78,2594.78,0,2594.78
2010-05-19,2587.81,2587.81,2587.81,2587.81,0,2587.81
2010-05-20,2555.94,2555.94,2555.94,2555.94,0,2555.94
2010-05-21,2583.52,2583.52,2583.52,2583.52,0,2583.52
2010-05-24,2673.42,2673.42,2673.42,2673.42,0,2673.42
2010-05-25,2622.63,2622.63,2622.63,2622.63,0,2622.63
2010-05-26,2625.79,2625.79,2625.79,2625.79,0,2625.79
2010-05-27,2655.92,2655.92,2655.92,2655.92,0,2655.92
2010-05-28,2655.77,2655.77,2655.77,2655.77,0,2655.77
2010-05-31,2592.15,2592.15,2592.15,2592.15,0,2592.15
2010-06-01,2568.28,2568.28,2568.28,2568.28,0,2568.28
2010-06-02,2571.42,2571.42,2571.42,2571.42,0,2571.42
2010-06-03,2552.66,2552.66,2552.66,2552.66,0,2552.66
2010-06-04,2553.59,2553.59,2553.59,2553.59,0,2553.59
2010-06-07,2511.73,2511.73,2511.73,2511.73,0,2511.73
2010-06-08,2513.95,2513.95,2513.95,2513.95,0,2513.95
2010-06-09,2583.87,2583.87,2583.87,2583.87,0,2583.87
2010-06-10,2562.58,2562.58,2562.58,2562.58,0,2562.58
2010-06-11,2569.94,2569.94,2569.94,2569.94,0,2569.94
2010-06-14,2569.94,2569.94,2569.94,2569.94,0,2569.94
2010-06-15,2569.94,2569.94,2569.94,2569.94,0,2569.94
2010-06-16,2569.94,2569.94,2569.94,2569.94,0,2569.94
2010-06-17,2560.25,2560.25,2560.25,2560.25,0,2560.25
2010-06-18,2513.22,2513.22,2513.22,2513.22,0,2513.22
2010-06-21,2586.21,2586.21,2586.21,2586.21,0,2586.21
2010-06-22,2588.7,2588.7,2588.7,2588.7,0,2588.7
2010-06-23,2569.87,2569.87,2569.87,2569.87,0,2569.87
2010-06-24,2566.75,2566.75,2566.75,2566.75,0,2566.75
2010-06-25,2552.82,2552.82,2552.82,2552.82,0,2552.82
2010-06-28,2535.28,2535.28,2535.28,2535.28,0,2535.28
2010-06-29,2427.05,2427.05,2427.05,2427.05,0,2427.05
2010-06-30,2398.37,2398.37,2398.37,2398.37,0,2398.37
2010-07-01,2373.79,2373.79,2373.79,2373.79,0,2373.79
2010-07-02,2382.9,2382.9,2382.9,2382.9,0,2382.9
2010-07-05,2363.95,2363.95,2363.95,2363.95,0,2363.95
2010-07-06,2409.42,2409.42,2409.42,2409.42,0,2409.42
2010-07-07,2421.12,2421.12,2421.12,2421.12,0,2421.12
2010-07-08,2415.15,2415.15,2415.15,2415.15,0,2415.15
2010-07-09,2470.92,2470.92,2470.92,2470.92,0,2470.92
2010-07-12,2490.72,2490.72,2490.72,2490.72,0,2490.72
2010-07-13,2450.29,2450.29,2450.29,2450.29,0,2450.29
2010-07-14,2470.44,2470.44,2470.44,2470.44,0,2470.44
2010-07-15,2424.3,2424.3,2424.3,2424.3,0,2424.3
2010-07-16,2424.27,2424.27,2424.27,2424.27,0,2424.27
2010-07-19,2475.42,2475.42,2475.42,2475.42,0,2475.42
2010-07-20,2528.73,2528.73,2528.73,2528.73,0,2528.73
2010-07-21,2535.39,2535.39,2535.39,2535.39,0,2535.39
2010-07-22,2562.41,2562.41,2562.41,2562.41,0,2562.41
2010-07-23,2572.03,2572.03,2572.03,2572.03,0,2572.03
2010-07-26,2588.68,2588.68,2588.68,2588.68,0,2588.68
2010-07-27,2575.37,2575.37,2575.37,2575.37,0,2575.37
2010-07-28,2633.66,2633.66,2633.66,2633.66,0,2633.66
2010-07-29,2648.12,2648.12,2648.12,2648.12,0,2648.12
2010-07-30,2637.5,2637.5,2637.5,2637.5,0,2637.5
2010-08-02,2672.52,2672.52,2672.52,2672.52,0,2672.52
2010-08-03,2627.0,2627.0,2627.0,2627.0,0,2627.0
2010-08-04,2638.52,2638.52,2638.52,2638.52,0,2638.52
2010-08-05,2620.76,2620.76,2620.76,2620.76,0,2620.76
2010-08-06,2658.39,2658.39,2658.39,2658.39,0,2658.39
2010-08-09,2672.53,2672.53,2672.53,2672.53,0,2672.53
2010-08-10,2595.27,2595.27,2595.27,2595.27,0,2595.27
2010-08-11,2607.5,2607.5,2607.5,2607.5,0,2607.5
2010-08-12,2575.48,2575.48,2575.48,2575.48,0,2575.48
2010-08-13,2606.7,2606.7,2606.7,2606.7,0,2606.7
2010-08-16,2661.71,2661.71,2661.71,2661.71,0,2661.71
2010-08-17,2671.89,2671.89,2671.89,2671.89,0,2671.89
2010-08-18,2666.3,2666.3,2666.3,2666.3,0,2666.3
2010-08-19,2687.98,2687.98,2687.98,2687.98,0,2687.98
2010-08-20,2642.31,2642.31,2642.31,2642.31,0,2642.31
2010-08-23,2639.37,2639.37,2639.37,2639.37,0,2639.37
